round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.501,7,,dropped(min-support)
0,3,0.0603,0,,dropped(min-support)
0,7,0.3852,39,,dropped(min-support)
0,8,0.4865,27,,dropped(min-support)
0,1,0.3997,2171,5.9676,kept(prune off)
0,4,0.269,77914,0.0015,kept(prune off)
0,5,0.2002,1294,0.0004,kept(prune off)
0,6,0.4908,50,61.7785,kept(prune off)
