cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15636,0.6389533954596859,33.92471335668758,0,0,0,0,0,15636,0
1,1971451,0.12144423363825052,0.04545195327534519,1741062,20640,57189,131256,19637,1667,0
2,417,0.0014650306214823022,2.592222568718834,0,0,0,417,0,0,0
3,102,0.004485827927820433,2413.0252645849823,0,0,0,0,0,0,102
