class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496192,0,38,6696,0
bot,41542,41417,0,0,125,0
brute_force,115040,115020,0,0,20,0
ddos,264872,193163,38353,0,33356,0
dos,60594,38851,0,0,21743,0
infiltration,37631,2070,8108,0,27453,6
web_attacks,509,243,7,0,259,0
