K,beta,tune_expert_balanced_nll
2,0.0,1.436136
2,0.5,2.504151
2,1.0,5.062722
4,0.0,1.083976
4,0.5,2.605322
4,1.0,6.031247
8,0.0,0.847862
8,0.5,2.381499
8,1.0,5.906926
