cal_rows,cal_rows_used,delta,verifier_alpha,verifier_target,q_corr,lower_bound_coverage_cal_insample,target_coverage,tau_pre,tau_post,cal_benign_fpr0
234163,116265,0.1,0.25,normgain,0.0003,0.908,0.9,0.8188121676445007,0.0,0.006304
