expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9083,2645,15883,0.8315,0.6824
2,202121,normgain,0.8364,10568,22507,0.7689,0.4991
3,202121,normgain,0.8831,3906,19719,0.5901,0.559
4,202121,normgain,0.837,14421,18534,0.6877,0.6221
