round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.1171,0,,dropped(min-support)
0,3,0.2952,42,,dropped(min-support)
0,4,0.0828,0,,dropped(min-support)
0,5,0.2396,0,,dropped(min-support)
0,1,0.1706,15998,0.0548,kept(prune off)
0,6,0.2427,138,0.0682,kept(prune off)
0,7,0.3241,22054,0.0445,kept(prune off)
0,8,0.2902,9967,0.2085,kept(prune off)
