class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,20000,12924,12,5,7059,0
bot,20000,19931,0,2,67,0
brute_force,20002,13425,0,0,6577,0
ddos,20002,16251,450,0,3301,0
dos,20005,6714,665,0,12626,551
infiltration,20000,16763,0,9,3228,2
web_attacks,509,470,1,2,36,0
