context,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
ref(D_global),0.165969,0.165969,0.165963,0.165963,0.165958,0.165969,0.00421
C0,0.165968,0.165968,0.165962,0.165962,0.165957,0.165968,0.004215
expert1,0.059543,0.059543,0.36556,0.059543,0.373564,0.059543,0.022704
expert2,0.141399,0.138019,0.138019,0.138019,0.241826,0.140709,0.062009
expert3,0.130886,0.276685,0.032579,0.276783,0.032644,0.234402,0.016021
expert4,0.450801,0.082659,0.082659,0.082659,0.082659,0.187087,0.031477
