cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,20838,0.13630902728510152,0.7434089394285864,0,0,10284,0,10553,0,1
1,1730,0.09509486092449641,6.212183654676565,49,0,0,0,1505,39,137
2,48652,0.0616256228176136,0.14315086133393704,6038,14993,0,14999,4,12396,222
3,11440,0.0502388114311988,0.4963027410306964,8912,0,0,0,0,2528,0
