cal_rows,cal_rows_used,delta,verifier_alpha,verifier_target,q_corr,lower_bound_coverage_cal_insample,target_coverage,tau_pre,tau_post,cal_benign_fpr0
72304,46895,0.1,0.25,normgain,0.3151,0.9791,0.9,0.023292737640440472,0.0,0.282913
