verifier_target,helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,prior_beta,prior_T,K_selected,tau_pre,tau_post,block_jaccard_max,gain_corr_max,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,route_nearest_centroid_macro,route_top1_noverify_macro,oracle_random_bank_macro,oracle_proximity_bank_macro
normgain,1128,18,1110,0.9843,0.3195,0.0269,120518,0.0842,35262,0.9158,0.1622,2.6685,0.0,0.8,4,0.023292737640440472,0.0,0.0,0.9507,20000,5,80984,0.442,0.9296,76292.1,8648.6,0.1134,0.0638,0.7933,0.6875,0.6751,0.8586,0.8126
