a,b,gain_pearson_r
e1,e2,0.9175
e1,e3,0.948
e1,e4,-0.0251
e1,e5,0.9502
e2,e3,0.8537
e2,e4,-0.0047
e2,e5,0.9095
e3,e4,-0.0695
e3,e5,0.9018
e4,e5,-0.0407
