class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3493282,0,1,9643,0
bot,41542,41417,0,0,125,0
brute_force,115040,115020,0,0,20,0
ddos,264872,198749,29495,0,36628,0
dos,60594,38846,0,0,21748,0
infiltration,37631,11993,0,0,25638,0
web_attacks,509,478,0,0,31,0
