expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.7873,26749,16252,0.586,0.6421
2,202121,normgain,0.7271,44253,10906,0.6354,0.1009
3,202121,normgain,0.9282,335,14171,0.6097,0.4118
4,202121,normgain,0.6244,41053,34858,0.7143,0.3003
5,202121,normgain,0.7098,38858,19800,0.6998,0.6065
