expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.17310616458131958,0.00101
1,bot,31156,-5.86262209139183e-06,0.0008987032995249711
1,brute_force,86279,-0.06746453613393419,4.636122347268744e-05
1,ddos,100000,0.0026575163125474068,0.00933
1,dos,45446,0.09161925243412368,0.4961272719271223
1,infiltration,28224,15.776014262828255,0.5682043650793651
1,web_attacks,381,258.574422965883,0.7349081364829396
2,benign,100000,-0.06410247349873749,0.00541
2,bot,31156,-1.7425897562427363e-05,0.0
2,brute_force,86279,1.4226925752665256,0.7102539436015717
2,ddos,100000,0.003038767273910603,0.02048
2,dos,45446,-8.738868375961557,0.3135589490824275
2,infiltration,28224,11.662316028752175,0.8899163832199547
2,web_attacks,381,254.50746852862017,0.9186351706036745
3,benign,100000,-0.06953853336017617,0.00157
3,bot,31156,-0.1496472987315143,0.0
3,brute_force,86279,-0.3802839495194022,0.0
3,ddos,100000,-0.02644751490718169,0.00416
3,dos,45446,0.11381218707946433,0.3502618492276548
3,infiltration,28224,9.35600491125174,0.5558744331065759
3,web_attacks,381,93.39589859921458,0.3700787401574803
4,benign,100000,-0.005995679171872829,0.51449
4,bot,31156,-0.00026043532586689976,0.0
4,brute_force,86279,-0.056127169996801105,0.007371434532157304
4,ddos,100000,0.0031383282921713,0.04887
4,dos,45446,0.10216833035638831,0.8297980020243806
4,infiltration,28224,-3.353862001890336,0.6008715986394558
4,web_attacks,381,28.551342878978435,0.7769028871391076
5,benign,100000,-0.11641105457555057,0.08167
5,bot,31156,3.1629654099312484e-09,0.0010591860315830018
5,brute_force,86279,-0.0171544222088309,0.15213435482562385
5,ddos,100000,0.002994443233964034,0.01259
5,dos,45446,0.03492203935666672,0.690643841042116
5,infiltration,28224,14.908472768474544,0.9300949546485261
5,web_attacks,381,273.7057528579037,0.979002624671916
