cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,9852,0.4452014622192267,36.58210153314214,0,0,0,0,0,9852,0
1,38455,0.12701406927089529,2.2494747520423863,8,0,38447,0,0,0,0
2,241,0.006083634676633974,146.3816327941536,0,0,0,0,0,0,241
3,1929894,0.03663576364993644,0.01292867151403723,1735986,20644,18742,131673,19684,3165,0
4,5636,0.23127873013313646,35.05997202505926,0,0,0,0,0,5625,11
