true_class,support,benign_gate_rate,all_reject_rate,DoS_DDoS_accept_rate,DoS_DDoS_selected_rate,DoS_DDoS_margin,DoS_DDoS_stability,Scan_Brute_accept_rate,Scan_Brute_selected_rate,Scan_Brute_margin,Scan_Brute_stability,WebBot_Rare_accept_rate,WebBot_Rare_selected_rate,WebBot_Rare_margin,WebBot_Rare_stability
benign,454537,0.9922646561226038,0.0014190263938909263,0.0033088615448247337,0.0031944594169451552,-0.028919082134962082,0.004048217553645372,0.0016852313453030226,0.0015774293401857274,-0.0450165756046772,0.006923413835465908,0.005651905125435333,0.0015444287263743106,0.005962871480733156,0.005489545874297619
bot,393,0.05089058524173028,0.0,0.2697201017811705,0.002544529262086514,-5.276947975158691,0.5042571425437927,0.5750636132315522,0.5750636132315522,0.48283976316452026,0.9064200520515442,0.9465648854961832,0.37150127226463103,2.47906494140625,0.9436684250831604
ddos,25606,0.00011716004061548074,0.0,0.9997656799187691,0.999531359837538,11.943258285522461,0.33920836448669434,0.002186987424822307,0.00015621338748730767,-5.36915397644043,0.9232497215270996,0.9998437866125127,0.00019526673435913457,1.6785240173339844,0.6028375029563904
dos-goldeneye,2059,0.0,0.00048567265662943174,0.9912578921806702,0.9912578921806702,11.415878295898438,0.9360455870628357,0.034482758620689655,0.0,-4.65522575378418,0.9450353980064392,0.7804759592034969,0.00825643516270034,0.3560071587562561,0.7591479420661926
dos-hulk,46025,0.0,4.345464421510049e-05,0.9987832699619772,0.9980445410103205,11.585204124450684,0.6570677161216736,0.001412275936990766,0.000717001629549158,-6.199418067932129,0.9405674338340759,0.7196740901683868,0.0011950027159152634,1.0426064729690552,0.7782275080680847
dos-slowhttptest,1100,0.0009090909090909091,0.0018181818181818182,0.990909090909091,0.990909090909091,10.749541282653809,0.5137171745300293,0.03363636363636364,0.0,-3.6318838596343994,0.9407102465629578,0.8754545454545455,0.006363636363636364,0.379302978515625,0.9481562972068787
dos-slowloris,1159,0.0025884383088869713,0.0008628127696289905,0.9879206212251941,0.9870578084555651,9.498661041259766,0.5248225927352905,0.014667817083692839,0.0,-4.19903564453125,0.9331657290458679,0.9585849870578085,0.009490940465918895,0.5942991375923157,0.8758196234703064
ftp-patator,1588,0.0,0.0,0.5113350125944585,0.0006297229219143577,-2.963758945465088,0.504285991191864,0.9987405541561712,0.9981108312342569,6.103133678436279,0.24938660860061646,0.4924433249370277,0.0012594458438287153,0.01206200197339058,0.8967032432556152
heartbleed,2,0.0,0.0,0.0,0.0,-0.7158628702163696,0.7271417379379272,0.5,0.0,-2.000762462615967,0.9434947371482849,1.0,1.0,2.473625659942627,0.6179137229919434
infiltration,7,0.0,0.0,0.5714285714285714,0.0,1.9580628871917725,0.699693500995636,1.0,0.8571428571428571,6.659837245941162,0.9907591938972473,1.0,0.14285714285714285,2.1321191787719727,0.9982615113258362
portscan,31786,6.292078273453722e-05,0.00044044547914176053,0.0006606682187126408,0.0006606682187126408,-6.433053493499756,0.35946834087371826,0.9952494809035425,0.9952180205121751,6.0613908767700195,0.8984826803207397,0.7339709305983766,0.00361794500723589,1.564880132675171,0.8817402720451355
ssh-patator,1179,0.0,0.0,0.0033927056827820186,0.002544529262086514,-5.03501558303833,0.5602466464042664,0.991518235793045,0.9889737065309584,6.013814449310303,0.8646903038024902,0.5555555555555556,0.008481764206955046,-0.03393033519387245,0.9602345824241638
web-attack-�-brute-force,302,0.0,0.0033112582781456954,0.9205298013245033,0.40728476821192056,2.2512147426605225,0.4100727438926697,0.8211920529801324,0.5099337748344371,-0.41385626792907715,0.9300352931022644,0.9900662251655629,0.07947019867549669,0.6951632499694824,0.8886072039604187
web-attack-�-sql-injection,4,0.0,0.0,0.5,0.5,-1.4528067111968994,0.8110278844833374,0.0,0.0,-7.933248043060303,0.9443825483322144,0.75,0.5,1.3783478736877441,0.43362632393836975
web-attack-�-xss,130,0.007692307692307693,0.03076923076923077,0.9615384615384616,0.4076923076923077,2.0536367893218994,0.3539268970489502,0.8846153846153846,0.5153846153846153,-0.09227978438138962,0.9255304336547852,0.9615384615384616,0.038461538461538464,0.5607535243034363,0.8116141557693481
