expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9149,9159,8045,0.7126,0.5432
2,202121,normgain,0.9244,8734,6542,0.7142,0.714
3,202121,normgain,0.9452,1763,9312,0.6151,0.3945
4,202121,normgain,0.9249,8714,6463,0.7353,0.4534
