K,beta,tune_expert_balanced_nll
2,0.0,1.411096
2,0.5,2.894224
2,1.0,6.475958
4,0.0,1.022984
4,0.5,2.612871
4,1.0,6.711294
8,0.0,0.923973
8,0.5,2.711588
8,1.0,6.998529
