a,b,agreement
global,e1,0.8345
global,e2,0.8115
global,e3,0.9548
global,e4,0.8568
e1,e2,0.9228
e1,e3,0.8741
e1,e4,0.9666
e2,e3,0.8494
e2,e4,0.9519
e3,e4,0.8931
