cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,9029,0.14775033265074514,1.8955334371250157,0,0,0,0,0,9023,6
1,1524,0.03975140151938121,3.4486997809860207,42,0,0,0,0,1119,363
2,61089,0.031996992761983076,0.06042314782935219,14958,14993,4931,14950,9766,1490,1
3,3375,0.050823718247098415,1.843500492438154,0,0,0,0,0,3368,7
