round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.4311,2,,dropped(min-support)
0,3,0.3035,0,,dropped(min-support)
0,4,0.6465,1,,dropped(min-support)
0,5,0.1762,0,,dropped(min-support)
0,2,0.1359,1135,0.3635,kept(prune off)
0,6,0.1061,128,0.1574,kept(prune off)
0,7,0.7166,18269,0.0039,kept(prune off)
0,8,0.1342,206,0.4093,kept(prune off)
