cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,56619,0.85871053256615,0.8116181998969052,9149,9958,9958,9958,7775,9588,233
1,1391,0.04706684438998065,1.8107359909714102,471,0,0,0,686,234,0
2,1011,0.048621669753604914,2.5736287274429333,169,0,0,0,789,52,1
3,979,0.04560095329026441,2.492633410715804,169,0,0,0,708,84,18
