class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3494615,0,0,8311,0
bot,41542,41422,0,0,120,0
brute_force,115040,115020,0,0,20,0
ddos,264872,262853,0,0,2019,0
dos,60594,38850,0,0,21744,0
infiltration,37631,11854,0,0,25777,0
web_attacks,509,474,0,0,35,0
