expert,class,rows,mean_gain,frac_positive
1,benign,100000,0.01920216127797303,0.84469
1,bot,31156,0.15491899087494126,0.9999679034535884
1,brute_force,86279,2.021901857456455,0.9999768193882637
1,ddos,100000,0.025567820057929954,0.999
1,dos,45446,-7.505170739063477,0.6496061259516789
1,infiltration,28224,-10.097752056487534,0.11848072562358276
1,web_attacks,381,-695.7667368544813,0.04461942257217848
2,benign,100000,-0.18388728671810894,0.00059
2,bot,31156,-0.2683107702282546,0.01723584542303248
2,brute_force,86279,-4.831314546809521,0.06562431182558907
2,ddos,100000,-0.028297538916681114,0.37975
2,dos,45446,1.8554189950516429,0.6284601505082955
2,infiltration,28224,9.568272609597697,0.579329648526077
2,web_attacks,381,105.27273795122642,0.5354330708661418
