class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,52219,52219,0,3485630,3485630
bot,4,4,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,259,259,0,238342,238342
dos,4,4,0,38846,38846
infiltration,14809,14809,0,12424,12424
web_attacks,2601,2601,0,431,431
