expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,13876,12761,13876,0,0,0,0,0,13876,0
2,128,12761,128,0,0,0,0,0,0,128
3,1495,12761,1495,0,0,0,0,0,1495,0
4,1930359,12761,186000,176939,2243,782,2808,1552,1676,0
