a,b,agreement
global,e1,0.8117
global,e2,0.8533
global,e3,0.8547
global,e4,0.9962
e1,e2,0.9506
e1,e3,0.954
e1,e4,0.8113
e2,e3,0.9806
e2,e4,0.8507
e3,e4,0.8517
