K,beta,tune_expert_balanced_nll
2,0.0,1.569248
2,0.5,2.903747
2,1.0,5.69483
4,0.0,1.13107
4,0.5,2.475054
4,1.0,5.588155
8,0.0,1.072006
8,0.5,2.732906
8,1.0,6.212298
