round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.0919,14,,dropped(min-support)
0,3,0.0902,10,,dropped(min-support)
0,4,0.0431,0,,dropped(min-support)
0,5,0.0296,30,,dropped(min-support)
0,1,0.0233,1479,6.1738,kept(prune off)
0,6,0.0434,87,3.2808,kept(prune off)
0,7,0.0577,309,3.7212,kept(prune off)
0,8,0.1632,82713,0.0024,kept(prune off)
