helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,router_holdout_pos_adv_recall,router_note,eval_pos_adv_rows,eval_pos_adv_proposal_recall,oracle_gap_recovery
1216,23,1193,0.9814,0.4012,0.2055,0.7792,trained,6881,0.6742,0.4592
