a,b,agreement
global,e1,0.862
global,e2,0.9646
global,e3,0.8679
global,e4,0.8146
e1,e2,0.827
e1,e3,0.9822
e1,e4,0.9463
e2,e3,0.8331
e2,e4,0.781
e3,e4,0.9414
