class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,49391,49391,0,3493439,3493439
bot,10,10,0,41417,41417
brute_force,21119,21119,0,115020,115020
ddos,216,216,0,222478,222478
dos,8,8,0,38846,38846
infiltration,26304,26304,0,11986,11986
web_attacks,2512,2512,0,368,368
