K,beta,tune_expert_balanced_nll
2,0.0,1.374565
2,0.5,3.151826
2,1.0,6.304557
4,0.0,1.182281
4,0.5,2.730311
4,1.0,6.011008
8,0.0,1.053508
8,0.5,2.587265
8,1.0,5.89546
