expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,1161,12761,1161,0,0,0,0,0,1161,0
2,1931365,12761,186000,178426,1571,456,2146,1021,2380,0
3,101,12761,101,0,0,0,0,0,0,101
4,14647,12761,14647,0,0,0,0,0,14647,0
