expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.5151,47647,50358,0.5308,0.4948
2,202121,normgain,0.8968,1347,19515,0.7975,0.8664
3,202121,normgain,0.5193,45878,51273,0.6926,0.4233
4,202121,normgain,0.9327,5243,8367,0.6435,0.6633
