expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9056,92,18980,0.7806,0.6946
2,202121,normgain,0.7284,12122,42767,0.8245,0.1752
3,202121,normgain,0.8397,786,31610,0.6223,0.4612
