round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.2136,1,,dropped(min-support)
0,4,0.0266,0,,dropped(min-support)
0,6,0.2426,16,,dropped(min-support)
0,7,0.0246,47,,dropped(min-support)
0,8,0.0236,41,,dropped(min-support)
0,2,0.0518,2059,7.1718,kept(prune off)
0,3,0.2473,242,3.31,kept(prune off)
0,5,0.1304,80556,0.0028,kept(prune off)
