class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,52385,52385,0,3410249,3410249
bot,6,6,0,41416,41416
brute_force,21110,21110,0,115020,115020
ddos,205,205,0,237247,237247
dos,71,71,0,38859,38859
infiltration,90319,90319,0,13646,13646
web_attacks,2250,2250,0,331,331
